,Old,New
"cillabel, cillabel",0.0,0.0
"cillabel, e_m",0.008492914874185967,0.009108521874378309
"cillabel, u_phonePrice",0.18336892152311823,0.13277076212178757
"cillabel, e_ch",0.02859720639743428,0.04850693125712113
"cillabel, e_pl",0.0011300249423218578,0.0015977949288336682
"cillabel, e_po",0.011083146952497503,0.011803313710596274
"cillabel, e_rn",0.0076160531687681395,0.014131433542016335
"cillabel, e_section",0.21866565388023798,0.04408232054690464
"cillabel, i_cat",0.0021479591051984537,0.0027703190277250296
"cillabel, i_dislikeTimes",0.06792961134320799,0.056229111279908844
"cillabel, i_dtype",0.10244199687724184,0.08788644132168628
"cillabel, i_regionEntity",0.00437719723817449,0.004890115230031664
"cillabel, i_upTimes",0.042568426383086465,0.044973414356247625
"cillabel, label_1",0.24568679579693636,0.06597987086973034
"cillabel, pro",0.02726282958717443,0.015429405620964683
"cillabel, u_browserLifeCycle",0.2625750094948728,0.04570000949487278
"cillabel, u_browserMode",0.0379838315880853,0.06407886170039609
"cillabel, u_feedLifeCycle_1",0.17395378559070168,0.016107373446910097
"cillabel, u_refreshTimes_1",0.020610541418744986,0.021970660843144696
"cillabel, adv_id",0.0,0.0
"cillabel, adv_prim_id",0.0,0.0
"cillabel, age",0.02867789171625101,0.04246581845803266
"cillabel, app_score",0.0,0.0
"cillabel, app_second_class",0.0,0.0
"cillabel, city",0.008919334425872824,0.00901080380880039
"cillabel, city_rank",0.24957420770561678,0.2824214299278389
"cillabel, creat_type_cd",0.0,0.0
"cillabel, device_name",0.010671357837138311,0.009469255413957652
"cillabel, device_size",0.008066084314470185,0.007190878973547058
"cillabel, emui_dev",0.014401019216818687,0.03064280288644132
"cillabel, gender",0.11104077872023183,0.1536333713128244
"cillabel, hispace_app_tags",0.0,0.0
"cillabel, inter_type_cd",0.0,0.0
"cillabel, label_2",0.0,0.0
"cillabel, residence",0.027263042059851778,0.019721014445302987
"cillabel, series_dev",0.02356967237691647,0.019585688434127925
"cillabel, series_group",0.06272523948179096,0.027262492539742826
"cillabel, site_id",0.0,0.0
"cillabel, slot_id",0.002962400303835903,0.002962400303835903
"cillabel, spread_app_id",0.0,0.0
"cillabel, task_id",0.0,0.0
"cillabel, u_feedLifeCycle_2",0.03834843470240356,0.03834843470240356
"cillabel, u_refreshTimes_2",0.03926708022112503,0.0640989365742499
"cillabel, net_type",0.07107988352956071,0.058387533232054686
"e_m, cillabel",0.7676414736042537,0.7862514242309153
"e_m, e_m",0.007241900694379751,0.007488108802199167
"e_m, u_phonePrice",0.12821876186859094,0.13109254335991896
"e_m, e_ch",0.04576889178256443,0.04046255101610207
"e_m, e_pl",0.0027267462854848987,0.002992298926153566
"e_m, e_po",0.03186096692970981,0.03443223244481993
"e_m, e_rn",0.013658576702151098,0.015810491673973776
"e_m, e_section",0.41867132066144597,0.43746197529524533
